Bin_Y,Counts
-7.5000,2
-7.0000,2634
-6.5000,16500
-6.0000,5608
-5.5000,118
-5.0000,0
-4.5000,0
-4.0000,0
-3.5000,0
-3.0000,7
-2.5000,257
-2.0000,3425
-1.5000,10118
-1.0000,8696
-0.5000,2288
0.0000,422
0.5000,2274
1.0000,8665
1.5000,10244
2.0000,3423
2.5000,298
3.0000,8
3.5000,0
4.0000,0
4.5000,0
5.0000,1
5.5000,136
6.0000,5632
6.5000,16732
7.0000,2619
7.5000,7
