Bin_Y,Counts
-7.5000,6
-7.0000,2577
-6.5000,16434
-6.0000,5657
-5.5000,149
-5.0000,0
-4.5000,0
-4.0000,0
-3.5000,0
-3.0000,11
-2.5000,298
-2.0000,3347
-1.5000,10283
-1.0000,8623
-0.5000,2212
0.0000,377
0.5000,2306
1.0000,8704
1.5000,10149
2.0000,3400
2.5000,275
3.0000,8
3.5000,0
4.0000,0
4.5000,0
5.0000,0
5.5000,148
6.0000,5814
6.5000,16589
7.0000,2701
7.5000,14
