Bin_Y,Counts
-7.5000,6
-7.0000,2562
-6.5000,16634
-6.0000,5678
-5.5000,153
-5.0000,0
-4.5000,0
-4.0000,0
-3.5000,0
-3.0000,3
-2.5000,251
-2.0000,3415
-1.5000,10385
-1.0000,8607
-0.5000,2367
0.0000,396
0.5000,2170
1.0000,8605
1.5000,10166
2.0000,3425
2.5000,289
3.0000,3
3.5000,0
4.0000,0
4.5000,0
5.0000,0
5.5000,152
6.0000,5687
6.5000,16527
7.0000,2652
7.5000,5
